algo,delta,device,model_path,bytekgw_config,kgw_config,seed,prompt_id,c4_source_path,c4_source_line,prompt_text,c4_source_head,full_text,continuation_text,stat_name,stat_value,ppl,prompt_tokens,cont_tokens,full_tokens,prompt_found_in_full,gen_params_json
ByteKGWv5(head),3.0,cuda:1,../Meta-Llama-3-8B-Instruct,config/ByteKGWv5.json,config/KGW.json,1295,61,dataset/c4/realnewslike/c4-train.00000-of-00512.json.gz,61,"Are stoners now a target advertising demographic for fast food companies? Ever since Harold and Kumar went to White Castle, ","Are stoners now a target advertising demographic for fast food companies? Ever since Harold and Kumar went to White Castle, fast-food companies have become increasingly blatant about targeting to stoners in their advertisements. July 31, 20","Are stoners now a target advertising demographic for fast food companies? Ever since Harold and Kumar went to White Castle, 420-friendly establishments have been eyeing the lucrative market of stoner appetites. And it makes sense - who better to sell late-night, indulgent eats to than the people who can, ahem, ""make any time feel like 4:20""?

First, it was White Castle, that fast-food institution that's been serving up sliders since 1921. They started marketing to stoners back in 2004, capitalizing on the movie's popularity and partnering with Harold & Kumar Go to White Castle. And now, other companies are following suit.

KFC has a ""420-friendly"" ad campaign running, touting","420-friendly establishments have been eyeing the lucrative market of stoner appetites. And it makes sense - who better to sell late-night, indulgent eats to than the people who can, ahem, ""make any time feel like 4:20""?

First, it was White Castle, that fast-food institution that's been serving up sliders since 1921. They started marketing to stoners back in 2004, capitalizing on the movie's popularity and partnering with Harold & Kumar Go to White Castle. And now, other companies are following suit.

KFC has a ""420-friendly"" ad campaign running, touting",z,5.065774440765381,3.4530497031578906,26,128,154,True,"{""do_sample"": true, ""eos_token_id"": 128009, ""max_new_tokens"": 128, ""pad_token_id"": 128009, ""repetition_penalty"": 1.0, ""temperature"": 1.0, ""top_k"": 50, ""top_p"": 0.95, ""use_cache"": true}"
ByteKGWv5(head),3.0,cuda:0,../Meta-Llama-3-8B-Instruct,config/ByteKGWv5.json,config/KGW.json,1296,62,dataset/c4/realnewslike/c4-train.00000-of-00512.json.gz,62,"Seren Rayne Frank Sutherland, a six lb., eight oz., girl, was born Saturday, Dec. 3, 2016, at Yavapai Regional Medical ","Seren Rayne Frank Sutherland, a six lb., eight oz., girl, was born Saturday, Dec. 3, 2016, at Yavapai Regional Medical Center to Donell Sutherland and Adam Frank of Prescott. Alexander Velasco, a six lb., 12 oz., boy, was born Wednesday, De","Seren Rayne Frank Sutherland, a six lb., eight oz., girl, was born Saturday, Dec. 3, 2016, at Yavapai Regional Medical  Center, to Ryan and Sara Sutherland, of Prescott.
Grandparents are Robert and Connie Sutherland, and Bruce and Carolyn Frank, all of Prescott.
Great-grandparents are the late Donald and Ruth Frank, and the late Marvin and Shirley Sutherland, both of Arizona. Seren joins big brother, Owen Sutherland, who is thrilled to have a new little sister.
The Sutherland family is grateful for the excellent care they received at YRMC. They are also thankful for the loving support of their friends and family. They are all excited to start their new adventure with Seren. Welcome to the world, little one!"," Center, to Ryan and Sara Sutherland, of Prescott.
Grandparents are Robert and Connie Sutherland, and Bruce and Carolyn Frank, all of Prescott.
Great-grandparents are the late Donald and Ruth Frank, and the late Marvin and Shirley Sutherland, both of Arizona. Seren joins big brother, Owen Sutherland, who is thrilled to have a new little sister.
The Sutherland family is grateful for the excellent care they received at YRMC. They are also thankful for the loving support of their friends and family. They are all excited to start their new adventure with Seren. Welcome to the world, little one!",z,3.0929012298583984,2.959324217879416,39,128,167,True,"{""do_sample"": true, ""eos_token_id"": 128009, ""max_new_tokens"": 128, ""pad_token_id"": 128009, ""repetition_penalty"": 1.0, ""temperature"": 1.0, ""top_k"": 50, ""top_p"": 0.95, ""use_cache"": true}"
ByteKGWv5(head),3.0,cuda:1,../Meta-Llama-3-8B-Instruct,config/ByteKGWv5.json,config/KGW.json,1297,63,dataset/c4/realnewslike/c4-train.00000-of-00512.json.gz,63,"Due to Hurricane Irene, parts of New Jersey were declared a federal disaster area this week. Federal funding is available ","Due to Hurricane Irene, parts of New Jersey were declared a federal disaster area this week. Federal funding is available to people in Bergen, Essex, Morris, Passaic, and Somerset Counties. More than 150,000 homes and businesses in the stat","Due to Hurricane Irene, parts of New Jersey were declared a federal disaster area this week. Federal funding is available  to individuals, businesses and non-profit organizations that were affected by the storm, which brought strong winds, flooding and damage to the state.
U.S. Sen. Robert Menendez, a New Jersey Democrat, is encouraging residents who were impacted by the storm to apply for aid through the Federal Emergency Management Agency (FEMA). Menendez said the disaster declaration will provide financial assistance to those who need it most, and encourage him to continue his efforts to help his constituents recover from the storm.
""FEMA's disaster declaration will help us to bring much-needed aid and support to our state's families, businesses, and communities who were devastated by Hurricane"," to individuals, businesses and non-profit organizations that were affected by the storm, which brought strong winds, flooding and damage to the state.
U.S. Sen. Robert Menendez, a New Jersey Democrat, is encouraging residents who were impacted by the storm to apply for aid through the Federal Emergency Management Agency (FEMA). Menendez said the disaster declaration will provide financial assistance to those who need it most, and encourage him to continue his efforts to help his constituents recover from the storm.
""FEMA's disaster declaration will help us to bring much-needed aid and support to our state's families, businesses, and communities who were devastated by Hurricane",z,2.9793810844421387,2.777314281640181,24,128,152,True,"{""do_sample"": true, ""eos_token_id"": 128009, ""max_new_tokens"": 128, ""pad_token_id"": 128009, ""repetition_penalty"": 1.0, ""temperature"": 1.0, ""top_k"": 50, ""top_p"": 0.95, ""use_cache"": true}"
ByteKGWv5(head),3.0,cuda:0,../Meta-Llama-3-8B-Instruct,config/ByteKGWv5.json,config/KGW.json,1298,64,dataset/c4/realnewslike/c4-train.00000-of-00512.json.gz,64,Adventist HealthCare seeks to hire a Med Surg Registered Nurse who will embrace our mission to extend God's care through ,"Adventist HealthCare seeks to hire a Med Surg Registered Nurse who will embrace our mission to extend God's care through the ministry of physical, mental and spiritual healing. If you want to make a difference in someone's life every day, c","Adventist HealthCare seeks to hire a Med Surg Registered Nurse who will embrace our mission to extend God's care through  the healing ministry of Christ!
Adventist Medical Center Shady Grove is a 365-bed hospital in Rockville, MD, that serves as the flagship hospital for Adventist HealthCare. We have a strong culture of patient-centered care, and we are committed to providing exceptional care to our patients. As a Med Surg RN, you will have the opportunity to work in a fast-paced and dynamic environment, caring for a diverse population of patients. We are a Magnet-designated hospital and have received numerous awards and accolades for our patient care and service.
Job Summary: As a Med/Surg Registered Nurse, you will provide high-quality patient"," the healing ministry of Christ!
Adventist Medical Center Shady Grove is a 365-bed hospital in Rockville, MD, that serves as the flagship hospital for Adventist HealthCare. We have a strong culture of patient-centered care, and we are committed to providing exceptional care to our patients. As a Med Surg RN, you will have the opportunity to work in a fast-paced and dynamic environment, caring for a diverse population of patients. We are a Magnet-designated hospital and have received numerous awards and accolades for our patient care and service.
Job Summary: As a Med/Surg Registered Nurse, you will provide high-quality patient",z,1.4021364450454712,2.3375914250811047,26,128,154,True,"{""do_sample"": true, ""eos_token_id"": 128009, ""max_new_tokens"": 128, ""pad_token_id"": 128009, ""repetition_penalty"": 1.0, ""temperature"": 1.0, ""top_k"": 50, ""top_p"": 0.95, ""use_cache"": true}"
ByteKGWv5(head),3.0,cuda:1,../Meta-Llama-3-8B-Instruct,config/ByteKGWv5.json,config/KGW.json,1299,65,dataset/c4/realnewslike/c4-train.00000-of-00512.json.gz,65,"As many British visitors to France have learnt to their dismay, if you ask a local, “Parlez-vous anglais?”, the answer ","As many British visitors to France have learnt to their dismay, if you ask a local, “Parlez-vous anglais?”, the answer is often “Non”. Such a response, perhaps accompanied by a dismissive Gallic shrug, may prompt the appearance on the trave","As many British visitors to France have learnt to their dismay, if you ask a local, “Parlez-vous anglais?”, the answer 9 times out of 10 will be “Non, je ne parle pas anglais”. (No, I don’t speak English). It’s almost as if they’re trying to preserve their linguistic purity by avoiding any unnecessary immersion in the Anglo-Saxon world.

However, the French have not always been quite so resistant to the charms of English. In fact, the two languages have a long and intertwined history, with English borrowing heavily from French during the Norman Conquest of England in 1066. French is often described as the greatest influence on the English language, and many French words are still spoken with impunity in the UK.

One interesting","9 times out of 10 will be “Non, je ne parle pas anglais”. (No, I don’t speak English). It’s almost as if they’re trying to preserve their linguistic purity by avoiding any unnecessary immersion in the Anglo-Saxon world.

However, the French have not always been quite so resistant to the charms of English. In fact, the two languages have a long and intertwined history, with English borrowing heavily from French during the Norman Conquest of England in 1066. French is often described as the greatest influence on the English language, and many French words are still spoken with impunity in the UK.

One interesting",z,6.635778903961182,2.590005906601589,29,128,157,True,"{""do_sample"": true, ""eos_token_id"": 128009, ""max_new_tokens"": 128, ""pad_token_id"": 128009, ""repetition_penalty"": 1.0, ""temperature"": 1.0, ""top_k"": 50, ""top_p"": 0.95, ""use_cache"": true}"
ByteKGWv5(head),3.0,cuda:0,../Meta-Llama-3-8B-Instruct,config/ByteKGWv5.json,config/KGW.json,1300,66,dataset/c4/realnewslike/c4-train.00000-of-00512.json.gz,66,"Check out the Charleston Parks Conservancy's newest glow-up project at their inaugural Hampton Park culinary event, Shucked + Sauced, Sat. ","Check out the Charleston Parks Conservancy's newest glow-up project at their inaugural Hampton Park culinary event, Shucked + Sauced, Sat. Jan. 26 from 1 to 4 p.m. The event will take place at the newly renovated Rose Pavilion, a previously","Check out the Charleston Parks Conservancy's newest glow-up project at their inaugural Hampton Park culinary event, Shucked + Sauced, Sat. 10/13!
Come out and celebrate the Conservancy's work in transforming the park, featuring:
* Delicious oysters and local food vendors
* Craft cocktails and beer
* Live music and entertainment
* A sneak peek of the Conservancy’s latest project, a state-of-the-art playground for kids!
Your ticket purchase supports the Conservancy in continuing to preserve and revitalize Charleston’s park spaces!
When: Saturday, October 13th, 6:00pm-9:00pm
Where: Hampton Park (245 King St, Charleston, SC 29401)
Tickets: Get yours now! ($60 general admission,","10/13!
Come out and celebrate the Conservancy's work in transforming the park, featuring:
* Delicious oysters and local food vendors
* Craft cocktails and beer
* Live music and entertainment
* A sneak peek of the Conservancy’s latest project, a state-of-the-art playground for kids!
Your ticket purchase supports the Conservancy in continuing to preserve and revitalize Charleston’s park spaces!
When: Saturday, October 13th, 6:00pm-9:00pm
Where: Hampton Park (245 King St, Charleston, SC 29401)
Tickets: Get yours now! ($60 general admission,",z,4.3419294357299805,3.1134834741140027,30,128,158,True,"{""do_sample"": true, ""eos_token_id"": 128009, ""max_new_tokens"": 128, ""pad_token_id"": 128009, ""repetition_penalty"": 1.0, ""temperature"": 1.0, ""top_k"": 50, ""top_p"": 0.95, ""use_cache"": true}"
ByteKGWv5(head),3.0,cuda:1,../Meta-Llama-3-8B-Instruct,config/ByteKGWv5.json,config/KGW.json,1301,67,dataset/c4/realnewslike/c4-train.00000-of-00512.json.gz,67,"For professors, publishing in elite journals is an unavoidable part of university life. The grueling process of subjecting work to ","For professors, publishing in elite journals is an unavoidable part of university life. The grueling process of subjecting work to the up-or-down judgment of credentialed scholarly peers has been a cornerstone of academic culture since at l","For professors, publishing in elite journals is an unavoidable part of university life. The grueling process of subjecting work to  the scrutiny of anonymous peer-review is meant to ensure that only the most outstanding work sees the light of day. Or so the theory goes.

But for some fields, the struggle to publish is much more difficult, especially for authors who are not from elite universities or do not have strong professional connections. The phenomenon of publication bias can lead to a skewed view of research, where only certain types of studies are selected for publication and others are dismissed.

A recent study published in the journal Psychological Science found that researchers at the University of Michigan, along with colleagues from other institutions, were able to ""publish"" a series of made-up studies in top"," the scrutiny of anonymous peer-review is meant to ensure that only the most outstanding work sees the light of day. Or so the theory goes.

But for some fields, the struggle to publish is much more difficult, especially for authors who are not from elite universities or do not have strong professional connections. The phenomenon of publication bias can lead to a skewed view of research, where only certain types of studies are selected for publication and others are dismissed.

A recent study published in the journal Psychological Science found that researchers at the University of Michigan, along with colleagues from other institutions, were able to ""publish"" a series of made-up studies in top",z,6.082762241363525,3.978319026784314,26,128,154,True,"{""do_sample"": true, ""eos_token_id"": 128009, ""max_new_tokens"": 128, ""pad_token_id"": 128009, ""repetition_penalty"": 1.0, ""temperature"": 1.0, ""top_k"": 50, ""top_p"": 0.95, ""use_cache"": true}"
ByteKGWv5(head),3.0,cuda:0,../Meta-Llama-3-8B-Instruct,config/ByteKGWv5.json,config/KGW.json,1302,68,dataset/c4/realnewslike/c4-train.00000-of-00512.json.gz,68,Adweek: So what’s a digital-media tyro like you doing at a fusty old-media company like CBS? Jim Lanzone: I don’t ,"Adweek: So what’s a digital-media tyro like you doing at a fusty old-media company like CBS? Jim Lanzone: I don’t really think of it that way at all. People think the Internet will supercede TV, but it’s really been more additive than anyth","Adweek: So what’s a digital-media tyro like you doing at a fusty old-media company like CBS? Jim Lanzone: I don’t 
Adweek: You were a digital native who built a digital brand, CNET, into a global force, and now you're the CBS Interactive president. What's the most important lesson you've learned along the way? Jim Lanzie
Adweek's Emily Bryson York: Jim Lanzone, as the CEO of CNET, you built a company that was truly ahead of its time. How do you think CNET would have done if it had launched in today's digital landscape? Jim Lan
Adweek : As the CEO of CBS Interactive, Jim Lanzone is tasked with making sure the company's digital properties,","
Adweek: You were a digital native who built a digital brand, CNET, into a global force, and now you're the CBS Interactive president. What's the most important lesson you've learned along the way? Jim Lanzie
Adweek's Emily Bryson York: Jim Lanzone, as the CEO of CNET, you built a company that was truly ahead of its time. How do you think CNET would have done if it had launched in today's digital landscape? Jim Lan
Adweek : As the CEO of CBS Interactive, Jim Lanzone is tasked with making sure the company's digital properties,",z,3.453843116760254,4.601430288738199,33,128,161,True,"{""do_sample"": true, ""eos_token_id"": 128009, ""max_new_tokens"": 128, ""pad_token_id"": 128009, ""repetition_penalty"": 1.0, ""temperature"": 1.0, ""top_k"": 50, ""top_p"": 0.95, ""use_cache"": true}"
ByteKGWv5(head),3.0,cuda:1,../Meta-Llama-3-8B-Instruct,config/ByteKGWv5.json,config/KGW.json,1303,69,dataset/c4/realnewslike/c4-train.00000-of-00512.json.gz,69,"After rebranding from beverages to a blockchain company, Long Blockchain says it is refocusing yet again and launching operations related ","After rebranding from beverages to a blockchain company, Long Blockchain says it is refocusing yet again and launching operations related to gift cards, as well as naming a new CEO. The Farmingdale-based firm said it has formed a new subsid","After rebranding from beverages to a blockchain company, Long Blockchain says it is refocusing yet again and launching operations related 5G and cybersecurity.
Long Blockchain Corp, formerly known as Long Island Iced Tea Corp., is embarking on yet another pivot, this time shifting its focus to 5G technology and cybersecurity.
The company's rebranding journey began in 2017, when it transformed from a beverage manufacturer to a blockchain-focused company. However, it has now announced a new plan to leverage its existing assets and expertise in areas such as security, infrastructure, and data management to develop solutions related to 5th Generation (5G) wireless technology and cybersecurity.

Long Blockchain has stated that its decision to shift its focus to these areas is driven by","5G and cybersecurity.
Long Blockchain Corp, formerly known as Long Island Iced Tea Corp., is embarking on yet another pivot, this time shifting its focus to 5G technology and cybersecurity.
The company's rebranding journey began in 2017, when it transformed from a beverage manufacturer to a blockchain-focused company. However, it has now announced a new plan to leverage its existing assets and expertise in areas such as security, infrastructure, and data management to develop solutions related to 5th Generation (5G) wireless technology and cybersecurity.

Long Blockchain has stated that its decision to shift its focus to these areas is driven by",z,4.069228649139404,2.8570930375809884,26,128,154,True,"{""do_sample"": true, ""eos_token_id"": 128009, ""max_new_tokens"": 128, ""pad_token_id"": 128009, ""repetition_penalty"": 1.0, ""temperature"": 1.0, ""top_k"": 50, ""top_p"": 0.95, ""use_cache"": true}"
ByteKGWv5(head),3.0,cuda:0,../Meta-Llama-3-8B-Instruct,config/ByteKGWv5.json,config/KGW.json,1304,70,dataset/c4/realnewslike/c4-train.00000-of-00512.json.gz,70,A live events and bespoke creative technical solutions company based in Loughborough is seeking a technical project manager to join ,A live events and bespoke creative technical solutions company based in Loughborough is seeking a technical project manager to join their growing production team. You may currently be working be working as an audio-visual/AV project manager,"A live events and bespoke creative technical solutions company based in Loughborough is seeking a technical project manager to join  their team.
The Technical Project Manager will be responsible for delivering a range of projects from concept to completion, working closely with clients, designers and other stakeholders to ensure that all projects are delivered on time, within budget and to the required quality.
Responsibilities will include:
Co-ordinating and managing the technical aspects of live events, installations and exhibitions from conception to delivery
Liaising with clients and internal stakeholders to ensure accurate project understanding and scope definition
Managing budgets and schedules, ensuring that all projects deliver within agreed timelines and financial constraints
Collaborating with designers and creative teams to develop technical concepts and solutions that meet client requirements
"," their team.
The Technical Project Manager will be responsible for delivering a range of projects from concept to completion, working closely with clients, designers and other stakeholders to ensure that all projects are delivered on time, within budget and to the required quality.
Responsibilities will include:
Co-ordinating and managing the technical aspects of live events, installations and exhibitions from conception to delivery
Liaising with clients and internal stakeholders to ensure accurate project understanding and scope definition
Managing budgets and schedules, ensuring that all projects deliver within agreed timelines and financial constraints
Collaborating with designers and creative teams to develop technical concepts and solutions that meet client requirements
",z,3.475944757461548,2.3977042540616464,24,128,152,True,"{""do_sample"": true, ""eos_token_id"": 128009, ""max_new_tokens"": 128, ""pad_token_id"": 128009, ""repetition_penalty"": 1.0, ""temperature"": 1.0, ""top_k"": 50, ""top_p"": 0.95, ""use_cache"": true}"
ByteKGWv5(head),3.0,cuda:1,../Meta-Llama-3-8B-Instruct,config/ByteKGWv5.json,config/KGW.json,1305,71,dataset/c4/realnewslike/c4-train.00000-of-00512.json.gz,71,"Noel Gallo, an organ builder who designed a new organ at Xewkija parish church and Paolo Oreni, an international organist ","Noel Gallo, an organ builder who designed a new organ at Xewkija parish church and Paolo Oreni, an international organist from Italy, gave a two-hour masterclass to organists and other musicians at the church. They also briefed pianists on ","Noel Gallo, an organ builder who designed a new organ at Xewkija parish church and Paolo Oreni, an international organist 20 years of his age
Noel Gallop, organ builder from Italy
Date: Wednesday, September 22, 2004
Noel Ga...
Noel Galopp, an Italian organ builder who was commissioned to design a new organ for Xewkja parish church in Gozo. He was on Gozo to supervise the building of the new organ and to perform the inaugur...
Paolo Oreni and Noel Gallo at the Xewkije church
Date: Saturday, September 25, 200...
Paolo Ore...
Date: Saturday...
Noel Ga... Paolo...
Paolo... Noel...
Paolo","20 years of his age
Noel Gallop, organ builder from Italy
Date: Wednesday, September 22, 2004
Noel Ga...
Noel Galopp, an Italian organ builder who was commissioned to design a new organ for Xewkja parish church in Gozo. He was on Gozo to supervise the building of the new organ and to perform the inaugur...
Paolo Oreni and Noel Gallo at the Xewkije church
Date: Saturday, September 25, 200...
Paolo Ore...
Date: Saturday...
Noel Ga... Paolo...
Paolo... Noel...
Paolo",z,4.40908145904541,5.833819169539345,32,128,160,True,"{""do_sample"": true, ""eos_token_id"": 128009, ""max_new_tokens"": 128, ""pad_token_id"": 128009, ""repetition_penalty"": 1.0, ""temperature"": 1.0, ""top_k"": 50, ""top_p"": 0.95, ""use_cache"": true}"
ByteKGWv5(head),3.0,cuda:0,../Meta-Llama-3-8B-Instruct,config/ByteKGWv5.json,config/KGW.json,1306,72,dataset/c4/realnewslike/c4-train.00000-of-00512.json.gz,72,The latest report from Violence Policy Center. I find it ironic and sad that the very day an annual report ,"The latest report from Violence Policy Center. I find it ironic and sad that the very day an annual report on violence against women was released, a famed pro athlete was kicked off his team for slugging his wife in the face. By now you’ve ","The latest report from Violence Policy Center. I find it ironic and sad that the very day an annual report  highlighting the epidemic of mass shootings and the need for stricter gun laws, I am writing about a tragedy that illustrates exactly what is wrong with our nation's approach to gun violence.
The Gun Violence Archive, which tracks gun-related incidents in the United States, has reported over 4,500 deaths and over 9,000 injuries from mass shootings since 2009. Our annual report, ""When Men Shoot Men: A Study of Fatal Gun Violence Against Men and Boys,"" takes a deeper look at this crisis and examines the factors that contribute to the epidemic of violence against men and boys in America.
The report highlights some of the key"," highlighting the epidemic of mass shootings and the need for stricter gun laws, I am writing about a tragedy that illustrates exactly what is wrong with our nation's approach to gun violence.
The Gun Violence Archive, which tracks gun-related incidents in the United States, has reported over 4,500 deaths and over 9,000 injuries from mass shootings since 2009. Our annual report, ""When Men Shoot Men: A Study of Fatal Gun Violence Against Men and Boys,"" takes a deeper look at this crisis and examines the factors that contribute to the epidemic of violence against men and boys in America.
The report highlights some of the key",z,4.867251873016357,3.392881931415303,23,128,151,True,"{""do_sample"": true, ""eos_token_id"": 128009, ""max_new_tokens"": 128, ""pad_token_id"": 128009, ""repetition_penalty"": 1.0, ""temperature"": 1.0, ""top_k"": 50, ""top_p"": 0.95, ""use_cache"": true}"
ByteKGWv5(head),3.0,cuda:1,../Meta-Llama-3-8B-Instruct,config/ByteKGWv5.json,config/KGW.json,1307,73,dataset/c4/realnewslike/c4-train.00000-of-00512.json.gz,73,"Meet Google's Robot Army. It's Growing. Google can't stop buying robotics companies. In the past two months, eight of the ","Meet Google's Robot Army. It's Growing. Google can't stop buying robotics companies. In the past two months, eight of the 12 companies the search giant has acquired have ""robotics"" in their name or descriptions. Here's your complete breakdo","Meet Google's Robot Army. It's Growing. Google can't stop buying robotics companies. In the past two months, eight of the 10 robotics startups Google acquired this year have been quietly integrated into its larger organization. The total number of robotics companies Google owns is now approaching two dozen. And there's no sign that Google plans to stop anytime soon. In recent weeks, the search giant has acquired Schaft, a Japanese robotics company that developed robots for search and rescue missions; Bot & Dolly, a U.S. firm known for its robotic stage and display technology; and Meka Robotics, a U.K. startup that creates humanoid robots. The acquisitions are part of Google's effort to build a robot army that can assist humans in various ways, from search and rescue to","10 robotics startups Google acquired this year have been quietly integrated into its larger organization. The total number of robotics companies Google owns is now approaching two dozen. And there's no sign that Google plans to stop anytime soon. In recent weeks, the search giant has acquired Schaft, a Japanese robotics company that developed robots for search and rescue missions; Bot & Dolly, a U.S. firm known for its robotic stage and display technology; and Meka Robotics, a U.K. startup that creates humanoid robots. The acquisitions are part of Google's effort to build a robot army that can assist humans in various ways, from search and rescue to",z,4.150321006774902,3.110444447050267,29,128,157,True,"{""do_sample"": true, ""eos_token_id"": 128009, ""max_new_tokens"": 128, ""pad_token_id"": 128009, ""repetition_penalty"": 1.0, ""temperature"": 1.0, ""top_k"": 50, ""top_p"": 0.95, ""use_cache"": true}"
ByteKGWv5(head),3.0,cuda:0,../Meta-Llama-3-8B-Instruct,config/ByteKGWv5.json,config/KGW.json,1308,74,dataset/c4/realnewslike/c4-train.00000-of-00512.json.gz,74,Thorpe of the New York Trucking and Delivery Association says the decision to raise penalties won’t solve the parking crisis. ,"Thorpe of the New York Trucking and Delivery Association says the decision to raise penalties won’t solve the parking crisis. For more than a decade, Ken Thorpe has been a soldier in the fight against parking tickets, which has become part ","Thorpe of the New York Trucking and Delivery Association says the decision to raise penalties won’t solve the parking crisis. 4:55 PM. Parking in NYC can be tough, especially during peak hours or in high-demand areas. NYC Parking Ticket Fines. Parking in the vicinity of a school zone requires special permits, and parking restrictions are strictly enforced during school hours. Find the best parking spot in NYC using ParkMe. Parking Ticket Fights in NYC. If you're in a rush to pay a NYC parking ticket, you might want to head to one of the many parking ticket payment centers in Manhattan, Brooklyn, the Bronx, Queens, and Staten Island. See our map below for a more detailed look at the different types of parking zones and restrictions in","4:55 PM. Parking in NYC can be tough, especially during peak hours or in high-demand areas. NYC Parking Ticket Fines. Parking in the vicinity of a school zone requires special permits, and parking restrictions are strictly enforced during school hours. Find the best parking spot in NYC using ParkMe. Parking Ticket Fights in NYC. If you're in a rush to pay a NYC parking ticket, you might want to head to one of the many parking ticket payment centers in Manhattan, Brooklyn, the Bronx, Queens, and Staten Island. See our map below for a more detailed look at the different types of parking zones and restrictions in",z,5.753964424133301,4.239036222958715,26,128,154,True,"{""do_sample"": true, ""eos_token_id"": 128009, ""max_new_tokens"": 128, ""pad_token_id"": 128009, ""repetition_penalty"": 1.0, ""temperature"": 1.0, ""top_k"": 50, ""top_p"": 0.95, ""use_cache"": true}"
ByteKGWv5(head),3.0,cuda:1,../Meta-Llama-3-8B-Instruct,config/ByteKGWv5.json,config/KGW.json,1309,75,dataset/c4/realnewslike/c4-train.00000-of-00512.json.gz,75,"Michael Schumacher - a seven-time Formula One world champion is ""not bedridden or living on tubes"", it has been reported ","Michael Schumacher - a seven-time Formula One world champion is ""not bedridden or living on tubes"", it has been reported as new details about his recovery emerge. It's nearly five years (December 29, 2013) since the 50 year old hit his head","Michael Schumacher - a seven-time Formula One world champion is ""not bedridden or living on tubes"", it has been reported 10 years after a severe head injury in a skiing accident.
His wife, Corinna Schumacher, has been keeping his condition private and away from the public eye. However, in an interview with an Austrian publication, the couple's long-time friend, Stefan Schenkel, provided an update on the former F1 driver's health.
According to Schenkel's account, Michael Schumacher is receiving therapy and care at home, and his condition has been ""stabilized"". Schenkel said the seven-time F1 champion still communicates and reacts, and that he's not bedridden or on life support.
The skiing","10 years after a severe head injury in a skiing accident.
His wife, Corinna Schumacher, has been keeping his condition private and away from the public eye. However, in an interview with an Austrian publication, the couple's long-time friend, Stefan Schenkel, provided an update on the former F1 driver's health.
According to Schenkel's account, Michael Schumacher is receiving therapy and care at home, and his condition has been ""stabilized"". Schenkel said the seven-time F1 champion still communicates and reacts, and that he's not bedridden or on life support.
The skiing",z,4.40908145904541,3.134839965203738,28,128,156,True,"{""do_sample"": true, ""eos_token_id"": 128009, ""max_new_tokens"": 128, ""pad_token_id"": 128009, ""repetition_penalty"": 1.0, ""temperature"": 1.0, ""top_k"": 50, ""top_p"": 0.95, ""use_cache"": true}"
ByteKGWv5(head),3.0,cuda:0,../Meta-Llama-3-8B-Instruct,config/ByteKGWv5.json,config/KGW.json,1310,76,dataset/c4/realnewslike/c4-train.00000-of-00512.json.gz,76,A District Court decision overturning major provisions of three Executive Orders has been appealed. Here is a summary of the ,"A District Court decision overturning major provisions of three Executive Orders has been appealed. Here is a summary of the arguments made by Justice Department. Wednesday, December 5th, has been declared a day of mourning by President Tru","A District Court decision overturning major provisions of three Executive Orders has been appealed. Here is a summary of the 15th Amendment to the Constitution.
In the United States, the government may not bar citizens from participating in a political process, such as voting, based on their race, gender, color or prior enslavement. However, this fundamental principle of equal protection under the law has been violated by some states throughout our history.
Article. I. Section. 1. All legislative powers herein granted shall be vested in a Congress of the United States which shall consist of a Senate and a House of Representatives. Representatives and direct Taxes shall be apportioned among the several States which may be included within this Union, according to their respective Numbers, which","15th Amendment to the Constitution.
In the United States, the government may not bar citizens from participating in a political process, such as voting, based on their race, gender, color or prior enslavement. However, this fundamental principle of equal protection under the law has been violated by some states throughout our history.
Article. I. Section. 1. All legislative powers herein granted shall be vested in a Congress of the United States which shall consist of a Senate and a House of Representatives. Representatives and direct Taxes shall be apportioned among the several States which may be included within this Union, according to their respective Numbers, which",z,4.567501544952393,3.131780092371927,24,128,152,True,"{""do_sample"": true, ""eos_token_id"": 128009, ""max_new_tokens"": 128, ""pad_token_id"": 128009, ""repetition_penalty"": 1.0, ""temperature"": 1.0, ""top_k"": 50, ""top_p"": 0.95, ""use_cache"": true}"
