prompt_id,prompt_text,stat_value
44,"The NHS is still running Windows XP en masse, two and a half years after Microsoft stopped delivering bug fixes ",0.5070925354957581
45,"After much anticipation, Melania Trump has finally given the world a glimpse of her platform. Like those before her, Trump ",1.4021364450454712
46,"OKLAHOMA CITY - Kevin Durant scored 25 points, James Harden added a spark with 23 points off the bench while ",-0.3333333432674408
47,We build our students up only to encourage them to flee. Why? Combining advertising campaigns handled by pros along with ,-1.237179160118103
48,"1 Then the people of the land took Jehoahaz the son of Josiah, and made him king in his father's ",2.375772714614868
49,Federal Reserve Bank of Minneapolis President Narayana Kocherlakota will step down when his current term ends in February 2016. The ,-0.4898979365825653
50,This bicycle sprocket hub and sprockets from the Wright Bicycle Co. are on display at the National Museum of the ,1.479590892791748
51,Roger Federer of Switzerland and Bill Gates shake hands at the Match For Africa 4 exhibition match at KeyArena on ,-1.577864170074463
52,"Elvis Costello played a two-hour, 25-song show that touched on phases throughout his career, both deep cuts and hits, as ",0.8164965510368347
53,"BAGHDAD, Iraq -- Fighting in the Shiite stronghold of Sadr City killed 23 Iraqis yesterday, hospital officials said, and the ",-0.9011551141738892
54,"With its eye on Western next-gen gamers, the Japanese publisher pays $15 million for Secret Level. Sega Holdings of USA ",-2.3918797969818115
55,"Tulsa race riot survivor: ""Learn how to forgive, but never forget"" SAN FRANCISCO, California (CNN) -- A 100-inch, high definition ",-1.6012815237045288
56,Two recently published reports shed damning light on the high cost of low wages in the fast food industry – ,-1.263227939605713
57,When Cait and I found out how easy it is to make ravioli–and with such completely impressive and delicious results!–we ,0.5773502588272095
58,"Every morning on The Style Blog, we celebrate the best footwear weve come across. Now, for your benefit, its all ",0.16439898312091827
59,"It may not have been enough to bring out the skis, but Wood River Valley residents woke up with a ",1.2456822395324707
60,"LOS ANGELES – A lawsuit filed Wednesday against ABC (search) and ""American Idol"" judge Simon Cowell (search) alleges they conspired ",-0.7324095964431763
61,"Are stoners now a target advertising demographic for fast food companies? Ever since Harold and Kumar went to White Castle, ",1.3151918649673462
62,"Seren Rayne Frank Sutherland, a six lb., eight oz., girl, was born Saturday, Dec. 3, 2016, at Yavapai Regional Medical ",0.0
63,"Due to Hurricane Irene, parts of New Jersey were declared a federal disaster area this week. Federal funding is available ",1.0795912742614746
64,Adventist HealthCare seeks to hire a Med Surg Registered Nurse who will embrace our mission to extend God's care through ,-1.910046100616455
65,"As many British visitors to France have learnt to their dismay, if you ask a local, “Parlez-vous anglais?”, the answer ",1.2206826210021973
66,"Check out the Charleston Parks Conservancy's newest glow-up project at their inaugural Hampton Park culinary event, Shucked + Sauced, Sat. ",0.3244428336620331
67,"For professors, publishing in elite journals is an unavoidable part of university life. The grueling process of subjecting work to ",0.32879796624183655
68,Adweek: So what’s a digital-media tyro like you doing at a fusty old-media company like CBS? Jim Lanzone: I don’t ,0.7373087406158447
69,"After rebranding from beverages to a blockchain company, Long Blockchain says it is refocusing yet again and launching operations related ",-1.6439898014068604
70,A live events and bespoke creative technical solutions company based in Loughborough is seeking a technical project manager to join ,-0.16552117466926575
71,"Noel Gallo, an organ builder who designed a new organ at Xewkija parish church and Paolo Oreni, an international organist ",0.32232919335365295
72,The latest report from Violence Policy Center. I find it ironic and sad that the very day an annual report ,-0.7474093437194824
73,"Meet Google's Robot Army. It's Growing. Google can't stop buying robotics companies. In the past two months, eight of the ",0.2441365271806717
74,Thorpe of the New York Trucking and Delivery Association says the decision to raise penalties won’t solve the parking crisis. ,-0.49319693446159363
75,"Michael Schumacher - a seven-time Formula One world champion is ""not bedridden or living on tubes"", it has been reported ",0.662084698677063
76,A District Court decision overturning major provisions of three Executive Orders has been appealed. Here is a summary of the ,-0.33806169033050537
77,"On April 4, 1975, Bill Gates and Paul Allen founded Microsoft. The small firm used to develop and sell BASIC ",0.662084698677063
78,"The democratization of data is a real phenomenon, but building a sustainable data democracy means truly giving power to the ",0.41522741317749023
79,John Beilein and the Michigan Wolverines are one win away from a national title. On Saturday the Wolverines knocked off ,0.0
80,"The Council of PR Firms yesterday urged PR firms to ""pledge"" to Wikipedia that they will only submit materials to ",0.16552117466926575
81,Two Democratic state representatives from South Florida said Thursday that they've gathered with 33 colleagues to file paperwork with the ,0.41522741317749023
82,"He and a neighbor managed to lure the horse toward them with a handful of grass, Sickinger said, and they ",0.662084698677063
83,"Hospitals are seeking ways to reduce readmissions, due to new penalties from Medicare. Demand for qualified professionals in the health ",-0.40961596369743347
84,"Wolf, 33, joined the Africa Mercy crew in March, taking a short leave from her job as a registered nurse ",0.24743583798408508
85,"OK!'s NYC Fashion Week Blog: Gwen Stefani's L.A.M.B. Can’t make it to NYC for Fashion Week? Don’t worry, OK!’s got ",-0.7137464284896851
86,"A Chicago judge on Thursday dismissed a patent case between Apple and Motorola because, he said, neither side could adequately ",0.3333333432674408
87,"FILE - Guinea security forces, center, face people rioting and burning rubbish and other goods in the streets of Conakry, ",-1.4021364450454712
88,"Ford is building cars that ""talk"" with traffic lights, road signs and pedestrians. At CES 2019 in Las Vegas on ",1.228847861289978
89,Sunday's college basketball roundup: No. 8 N.C. State women stay unbeaten with rout at U.Va. Do conference hoops tournaments hinder ,0.4068942070007324
90,"Things get a bit messy in a new brand campaign from Chobani. Centered on the tag ""Love This Life,"" its ",-1.6329931020736694
91,“All the gold names have been pretty much getting hammered both on the credit side and the equity side for ,0.4210759699344635
92,Trump's new immigration ad was panned as racist. Turns out it was also based on a falsehood. - Hartford Courant ,-1.4896905422210693
93,"Customers line up to purchase lottery tickets, Monday, Oct. 22, 2018, at La Preferida Superdiscount store in Hialeah, Fla. For ",-0.6446583867073059
94,• Engage with other SRA functions to support the evidence gathering and credible deterrence approach of the SRA. The role ,-1.8842334747314453
95,There're no feet like happy feet and these Rechargeable Heated Slippers will ensure your feet are always happy. Just slip ,0.9863938689231873
96,"MidMichigan Health plans to restructure and re-align its work force in the coming months, and the changes could mean laying ",-0.32879796624183655
97,"When Katherine Gotovsky sees a problem, her response is immediate. The gears in her 17-year-old mind start working away, determined ",-1.8842334747314453
98,Tennessee farmers are cashing in on the local food movement. The federal government never measured just how much Tennessee farmers ,0.6666666865348816
99,"A rocket attack by ISIS militants in northern Syria caused symptoms of “chemical gas” in 22 Syrian rebels, state media ",-0.9135003089904785
100,Ozier Muhammad/The New York TimesReynaldo Rodriguez of the Care Coordination program counseled a patient with H.I.V. on how to adhere ,-2.5786335468292236
101,And yet the Cardinals are in position to complete a three-game sweep of the Cubs on Sunday night after erasing ,-1.8593392372131348
102,"Talking to the press people here at the Heliport on Saturday, the National BJP leader, while stating the Naga issue ",-0.0824786126613617
103,LUCERNE VALLEY — A motorist on Thursday morning found the body of a bicyclist who had been struck by a ,-1.2456822395324707
104,"Famously tight-lipped about her Scientology faith, The Handmaid’s Tale star Elisabeth Moss has opened up in a candid new interview. ",-0.6488856673240662
105,"TOPEKA, Kan. (WIBW) -- With a snowstorm (and possible blizzard) moving, many of us will spend Sunday indoors. And, while ",0.3965258002281189
106,Madore received the package along with three crosses she had ordered in memory of her son Christopher Medina who died ,-1.0
107,"Rockland — Maine-based nonprofit WindowDressers coordinates community volunteers to build affordable, re-usable, interior insulating window inserts that tighten up existing ",0.3244428336620331
108,"France is in a difficult position. It has not had a sufficient spur to reform, despite the platitudes by both ",-0.49656352400779724
109,"The Volstead Act was repealed on this date in 1933, returning control of alcohol to the states, and it was ",-0.08362419903278351
110,"Nelson Mandela statue in Westminster, London. ""Comrade Mandela's release was achieved through our struggles that had pushed the apartheid regime ",0.9072647094726562
111,"Ronny Deila blamed a rutted, ploughed Hampden pitch for his side's failure to inflict League Cup embarrassment upon Rangers. Denying ",-0.8058229684829712
112,"Back in 1982, the Endangered Species Act took the ocelot under its protection. The ocelot is a vulnerable creature, susceptible ",-0.32232919335365295
113,Why do CEOs need extravagant perks even when they are firing staff and pleading for taxpayer bailouts? It may just ,0.16552117466926575
114,"Assembly Minority Leader Pat Hickey, R-Reno, will have a GOP primary election opponent in 2014. Richard Fineberg, a retired lawyer ",0.08192319422960281
115,Northeastern International Airways suspended service on all but one of its routes after an unsuccessful attempt to attract passengers with ,0.5813183784484863
116,"Friday Night Live: Hilarious Improv Comedy featuring live music from pianist Keith Munslow! Get beside yourself with FNL’s interactive scenes, ",2.5227441787719727
117,"DAVIDSON, N.C., Jan. 10, 2019 /PRNewswire/ -- Rocus Networks, a managed cybersecurity service provider for business, announced today that it ",-0.8778955340385437
118,Do Twinkle and mum Dimple share a wardrobe? The star wife was missing for a greater part of the year ,1.0722219944000244
119,McDonald’s jumped 5.3 percent after the world’s biggest fast-food chain by revenue topped analysts’ forecasts for profit and sales. Shares ,-0.8391813635826111
120,the World Challenge a year ago. He won at Hilton Head on the U.S. Championships in Doral and Shanghai. the ,0.41239306330680847
121,Hull - Where the US goes the UK often follows. This is especially true of negatives. If the US has ,-1.8207329511642456
122,2 bedroom home with extra room for office or 3rd bedroom. Kitchen features Oak cabinets. Home features wood flooring in ,1.0722219944000244
123,"GRANT COUNTY, N.M. - ""Everywhere I go, the kids call me the book lady,"" Dolly Parton said. She may be ",0.08032193034887314
124,"Following her acceptance into iPOP! after try-outs in Fort Walton Beach, Michelle Bryant is talking positively about her fast-approaching opportunity. ",1.7203871011734009
125,"While many restaurants in New York City have close relationships with farmers, and boast unimpeachable farm-to-table ethics, far fewer have ",0.8164965510368347
126,"In the past 11 months, Mauti has had to rely on his words unlike any other time in his life. ",0.16439898312091827
127,T-Mobile has just rolled out a service called HotSpot @Homethat allows you to use a WiFi-enabled cell phone to make ,0.32879796624183655
128,The FINANCIAL (AD) -- ProCredit Bank has donated a unique ex libris collection to the National Centre of Manuscripts. This ,-0.4866642653942108
129,"""Oh, you are stuck on homework problem number 13? I found a solution on YouTube. That helped a lot. Just ",1.1507928371429443
130,These two healthcare REITs are trading for dirt-cheap valuations despite high dividends and a solid history of growth. Investing in ,0.40961596369743347
131,Up to an inch of snow is likely on the Eastern Shore and up into Sussex County Friday afternoon. Below-freezing ,-0.0824786126613617
132,Young Lions skipper Brad Galvin isn’t afraid of taking his side’s ‘scrappy’ style of play into Sunday’s semi final clash ,0.6488856673240662
133,"It’s dense, interesting, weird and funny, but what it’s all wrapped around is another “Chosen One” story that really feels ",-0.16222141683101654
134,"For a career that once seemed so good on paper, the crisis in teacher recruitment is now hardly ever out ",-0.5107539296150208
135,"Maddie Hinch and her England team-mates should be proud of their Hockey Women’s World Cup exploits, according to their head ",0.0
136,councilors at the USC Annenberg School for Communication. Arkansas governor and congressman who joined the board in 2006. renewed attention ,-0.6713451147079468
137,"Anna C. Christensen has been a supporter of family planning since high school, when she stuffed envelopes as a volunteer ",0.5773502588272095
138,The Las Vegas real estate market got a small reprieve in February; with sales volume at a four-year high for ,0.5
139,Jesse Winker will undergo season-ending shoulder surgery. He was batting .299 this year with 7 homers and 43 RBI. Throughout ,1.910046100616455
140,Rafael Nadal became the first man to win eight titles at the same Grand Slam tournament after beating fellow Spaniard ,-1.6783627271652222
141,Combined company will make Chevron second-largest petroleum producer in the world. The combined company will remain far behind Exxon Mobil ,0.41812101006507874
142,"No longer limited to calling other Jaxtr users, the service is taking cue from Skype for its revenue strategy. Jaxtr, ",-0.5696519017219543
143,"YOKOHAMA, Japan – Nissan Motor Co. announced it has licensed its Around View Monitor and Moving Object Detection technology, jointly ",-0.6575959324836731
144,A three member bench of the Supreme Court has adjourned the hearing of Orange Line Metro Train case till Friday. ,-0.24913644790649414
145,A concrete slab and 10-foot high block walls with exposed rebar sit behind a chain link fence as an ugly ,-0.8391813635826111
146,"A primary school caretaker has been found guilty of attacking a group of teenagers. Karl Lucas, 27, of Manor Fields, ",-0.24743583798408508
147,It may be noted that Air India's was the only service that plied between Madurai and Mumbai. Some passengers pointed ,0.662084698677063
148,"It's not always easy to keep mentally focused during running. Focus requires discipline and a certain level of mental toughness, ",2.3333332538604736
149,"Initiated by Joint Chiefs of Staff Chairman General Nathan Twining and Chief of Naval Operations Admiral Arleigh Burke, and then ",-0.16439898312091827
150,"Amazingly, half of all Americans say they don’t care about government surveillance — and during a random sampling of people ",-0.8391813635826111
151,"DAVENPORT - Don Skipper, an administrative assistant at Ridge Community High School, was named the school's head boys basketball coach ",1.4021364450454712
152,"Ubuntu 10.04 LTS Lucid Lynx is the latest Linux operating system from Canonical, aimed at consumers. It's free, but is ",0.08192319422960281
153,Still image of Lisa Sharon Harper from YouTube. Pastors and lay leaders who represent minority and multiethnic communities and are ,-2.2269225120544434
154,"New York’s bike share really does attract way more commuters than tourists. Since its debut last year, New York City’s ",-1.1748539209365845
155,"It’s amazing what a difference time can make in the way we perceive certain technologies. A few years ago, the ",0.3356725573539734
156,"On Jan. 15, nine of 12 members of the National Park System Advisory Board sent a letter to Interior Secretary ",-1.5670936107635498
157,"Boston Marathon Bombing Suspect Enters Not Guilty Pleas In 1st Public Court HearingFor the first plea, Dzhokhar Tsarnaev leaned toward ",0.8058229684829712
158,"October 30, 2017  Mancari offers stories of wandering and homecoming, colored by a determination to live, artistically, beyond the ",0.40961596369743347
159,"Chee Wei Wong, professor of electrical and computer engineering in the UCLA Samueli School of Engineering, was named a fellow ",-1.1507928371429443
160,"Since 2010, Microsoft has been working on a gaming display system so small that it wouldn't need to be sitting ",-0.3333333432674408
161,Viewers will not want to miss Friday’s episode of General Hospital. Spoilers tease that everybody will see lots of juicy ,0.49319693446159363
162,Dubai: The Dubai Financial Market (DFM) witnessed another round of selling on Monday as traders remained cautious ahead of a ,-0.08304548263549805
163,"Tue., May 29, 2018, 10:20 a.m. CAGUAS, Puerto Rico – At least 4,645 people died as a result of Hurricane ",-0.7955572605133057
164,"I didn’t notice, but I’ve been told George W, Bush delivered his latest speech smoothly, more so than most of ",0.8219949007034302
165,"Kyle Schwarber may be out for the season, but the home run ball he hit during the Cubs-Cardinals National League ",-0.3333333432674408
166,Seven-Year-Old Florida Boy Swallows Grill! This 7-year-old boy became the latest victim of hip-hop culture – as he was rushed ,0.0
167,Only former Israeli President Shimon Peres could pull off something like organizing a friendly football (soccer) match between Israeli and ,-0.16552117466926575
168,"Plan B has announced a nationwide UK tour this autumn. The rapper-turned-singer, who scored a UK Number One album with ",-0.08304548263549805
169,Katie Price and her new baby return home after holidaying in Europe. Alex Reid has tweeted a message of support ,1.9233566522598267
170,"Do as I did, started my own business and see how much work it takes and then go from there. ",-1.2456822395324707
171,"Stopping nearsightedness in kids and more. This week, Dr. Sydney Spiesel discusses a way to stop the progression of nearsightedness ",-0.6488856673240662
172,"A large, brand-new movie studio in Palm Beach County already has a potential box-office hit. Twentieth Century Fox will film ",-0.0824786126613617
173,"In this Sept. 1, 2014 photo released by the U.S. Geological Survey, fluid lava streams from the June 27 lava ",0.7579367160797119
174,Bengaluru — Gold prices rose on Thursday as the growing expectation that the US Federal Reserve will pause its rate ,-1.2543630599975586
175,The air ambulance was mobilised following reports that a man had fallen on a tree branch and impaled his neck ,1.8207329511642456
176,"After your business is up and running, your focus naturally shifts to increasing efficiency. The small things you do to ",1.4896905422210693
177,The University of Maryland President Wallace Loh. University of Maryland President Wallace Loh stood before reporters Aug. 14 and apologized ,-0.08304548263549805
178,"(Trinidad Guardian) It has been 42 days since Gan­gad­har Hanooman, 49, has been miss­ing and rel­a­tives in re­new­ing their calls ",1.885617971420288
179,"in French). Nov. 19 at 3:30: ""Walkabout"" (1971, Nicolas Roeg). Nov. 20 at 1 and Nov. 22 at 4:40: ""Mean ",0.4866642653942108
180,"Maureen Hancock is an internationally renowned Spirit Medium, intuitive, teacher, lecturer, Holistic Healer, and author of the bestselling book, “The ",-0.7276068925857544
181,(Reuters) - U.S. ride services firm Lyft Inc is in talks with an advisor for a targeted March or April ,-1.5670936107635498
182,"Samoas and Thin Mints and Tagalongs, oh my! It's time to celebrate those little cookies that make diets shut right ",-0.6666666865348816
183,Advocates for government accountability were alarmed to learn Gov. Jared Polis was undecided on whether to veto a bill to ,0.1666666716337204
184,"If it were ever possible to cram all the glittering boy-meets-girl, high-school-love-story stereotypes into one movie, A Cinderella Story does ",0.4016096591949463
185,"MADRID: As Cristiano Ronaldo enjoyed his time off at the French Riviera, his Portugal team-mates were busy handing Italy another ",2.0
186,Readers may be familiar with the fundamental changes that took place in the Roman world as it converted from paganism ,-1.8333333730697632
187,"Florida Institute of Technology quarterback Brandon Ziarno. MELBOURNE, Fla. - Florida Institute of Technology quarterback Brandon Ziarno was arrested Friday ",0.8892973065376282
188,"A spokesman for the Red Crescent, Mahmoud al-Saadi, said Israeli forces opened fire on two young men who were traveling ",0.3310423493385315
189,Runaway Entertainment is looking for an experienced Associate General Manager to work across all their productions. Runaway Entertainment Ltd is ,-0.41239306330680847
190,"Can Container Store Start 2015 on a Positive Note? In 2014, it was hard to find bad-performing stocks, as the ",-1.0722219944000244
191,The New York Times on Thursday printed a special section featuring portraits of nearly every member of the record number ,-0.9198662042617798
192,Packed WonderCon panel brings out stars and exclusive sneak peeks. Footage shown at WonderCon reveals what iconic monster looks like ,-0.5
193,"Equipped with their own factory, they make different kinds of outstanding fish cake. Fish cake in Busan is the most ",0.16439898312091827
194,10 diversity items for June 29: Unemployment up in most U.S. cities; Pew report shows diversity of U.S. Hispanics and ,1.986254096031189
195,An Alsip police officer seriously wounded a man in an on-duty shooting early Wednesday after tracking a Cadillac suspected of ,2.685380458831787
196,"Urban, born Jacques Pantaléon in Troyes c. 1200, was elected to the papacy in 1261. He studied canon law at ",0.8111070990562439
197,"If you would like to support the Down Syndrome Association of West Michigan's campaign of kindness, you may visit the ",-0.9198662042617798
198,"AMC Networks Earnings Beat Estimates, CEO Says 'Walking Dead' Franchise ""Will Have a Long Life"" AMC Networks on Thursday reported ",-0.1632993072271347
199,Jan. 22 will be here before agencies know it. So will Feb. 6. Here’s betting that even April 16 will ,1.0795912742614746
