prompt_text,stat_value
"Famously tight-lipped about her Scientology faith, The Handmaid’s Tale star Elisabeth Moss has opened up in a candid new interview. ",-0.6339478480173388
Federal Reserve Bank of Minneapolis President Narayana Kocherlakota will step down when his current term ends in February 2016. The ,-0.2474766178802124
"Florida Institute of Technology quarterback Brandon Ziarno. MELBOURNE, Fla. - Florida Institute of Technology quarterback Brandon Ziarno was arrested Friday ",0.5122436516570223
"Following her acceptance into iPOP! after try-outs in Fort Walton Beach, Michelle Bryant is talking positively about her fast-approaching opportunity. ",2.015853446802367
"For a career that once seemed so good on paper, the crisis in teacher recruitment is now hardly ever out ",-0.5742142081808482
"For professors, publishing in elite journals is an unavoidable part of university life. The grueling process of subjecting work to ",0.12672806471238357
"Ford is building cars that ""talk"" with traffic lights, road signs and pedestrians. At CES 2019 in Las Vegas on ",1.114395505062495
"France is in a difficult position. It has not had a sufficient spur to reform, despite the platitudes by both ",-0.8935109464019895
"Friday Night Live: Hilarious Improv Comedy featuring live music from pianist Keith Munslow! Get beside yourself with FNL’s interactive scenes, ",2.2838315444546233
"GRANT COUNTY, N.M. - ""Everywhere I go, the kids call me the book lady,"" Dolly Parton said. She may be ",-0.05818339210867826
"He and a neighbor managed to lure the horse toward them with a handful of grass, Sickinger said, and they ",0.7269722070093055
Health authorities in New Zealand said that about 200 passengers on the Dawn Princess ship became infected with the norovirus. ,-0.413898117704934
"Hospitals are seeking ways to reduce readmissions, due to new penalties from Medicare. Demand for qualified professionals in the health ",-0.04080814685271411
Hull - Where the US goes the UK often follows. This is especially true of negatives. If the US has ,-1.6143478490027792
"I didn’t notice, but I’ve been told George W, Bush delivered his latest speech smoothly, more so than most of ",0.9210277407428481
"IHS Markit INFO, -0.02% a world leader in critical information, analytics and solutions, expanded its alternative data offering for asset ",0.4281827089614837
"If it were ever possible to cram all the glittering boy-meets-girl, high-school-love-story stereotypes into one movie, A Cinderella Story does ",0.51685568618247
"If you would like to support the Down Syndrome Association of West Michigan's campaign of kindness, you may visit the ",-0.8321691636850903
In the market for a low-cost networked storage solution? You may want to take a look at the Netgear ReadyNAS ,-0.8253466692645401
"In the past 11 months, Mauti has had to rely on his words unlike any other time in his life. ",0.1043569094187058
"In this Sept. 1, 2014 photo released by the U.S. Geological Survey, fluid lava streams from the June 27 lava ",0.7312538344885473
"Initiated by Joint Chiefs of Staff Chairman General Nathan Twining and Chief of Naval Operations Admiral Arleigh Burke, and then ",-0.27723680559004427
It may be noted that Air India's was the only service that plied between Madurai and Mumbai. Some passengers pointed ,0.48930503371459
"It may not have been enough to bring out the skis, but Wood River Valley residents woke up with a ",1.0486099331568381
"It's not always easy to keep mentally focused during running. Focus requires discipline and a certain level of mental toughness, ",2.3754434576343493
It’s a continuation of a trend they have seen over the last several years. “It’s been almost three years of ,-1.6651441577880293
"It’s amazing what a difference time can make in the way we perceive certain technologies. A few years ago, the ",0.16190850390748154
"It’s dense, interesting, weird and funny, but what it’s all wrapped around is another “Chosen One” story that really feels ",-0.05003865351219572
Jan. 22 will be here before agencies know it. So will Feb. 6. Here’s betting that even April 16 will ,0.9123598546974285
Jerry Springer says he is still deciding whether he will run for Ohio governor in 2018. Speculation around Springer’s potential ,0.22773826802020708
Jesse Winker will undergo season-ending shoulder surgery. He was batting .299 this year with 7 homers and 43 RBI. Throughout ,1.7280339346868883
John Beilein and the Michigan Wolverines are one win away from a national title. On Saturday the Wolverines knocked off ,-0.13573162713891568
"Karl Kispert, principal of cyber and information security, has more than 28 years of experience in selling, managing and delivering ",0.8990158147806525
Katie Price and her new baby return home after holidaying in Europe. Alex Reid has tweeted a message of support ,1.9715438141957133
"Kyle Schwarber may be out for the season, but the home run ball he hit during the Cubs-Cardinals National League ",-0.2221929789501452
"LOS ANGELES – A lawsuit filed Wednesday against ABC (search) and ""American Idol"" judge Simon Cowell (search) alleges they conspired ",-0.5408061765128369
LUCERNE VALLEY — A motorist on Thursday morning found the body of a bicyclist who had been struck by a ,-1.4861294422618576
"Larry checks in with KPCC reporter Sharon McNary, who’s been hitting up several polling stations in Orange County and Los ",0.7794579694891743
Last summer I took a cross-country road trip with a group of people driving different types of electric vehicles. It ,1.1765942409024046
"Located near all that the Catskills has to offer! Close to Hunter Mountain, Wyndham, state land, antiquing and many other ",-1.314212650706971
"MADRID: As Cristiano Ronaldo enjoyed his time off at the French Riviera, his Portugal team-mates were busy handing Italy another ",1.8924777444251082
MAMADOU SAKHO remains unavailable for selection for Liverpool's Europa League semi-final first leg clash with Villarreal in Spain on Thursday ,-1.0490436035730646
"MANILA, Philippines — The state-run Land Bank of the Philippines (Landbank) has extended by one more month or until Jan. ",0.7419075552869998
"MK Moshe Feiglin in a Knesset committee meeting, next to MK Ahmad Tibi, in 2014. It appears Feiglin is on ",1.4487911267602587
"Maddie Hinch and her England team-mates should be proud of their Hockey Women’s World Cup exploits, according to their head ",0.09316144728540236
Madore received the package along with three crosses she had ordered in memory of her son Christopher Medina who died ,-0.7954654584586727
"Maureen Hancock is an internationally renowned Spirit Medium, intuitive, teacher, lecturer, Holistic Healer, and author of the bestselling book, “The ",-0.6810374189749868
McDonald’s jumped 5.3 percent after the world’s biggest fast-food chain by revenue topped analysts’ forecasts for profit and sales. Shares ,-0.36322469651708167
"Meet Google's Robot Army. It's Growing. Google can't stop buying robotics companies. In the past two months, eight of the ",0.11746825477831654
"Michael Schumacher - a seven-time Formula One world champion is ""not bedridden or living on tubes"", it has been reported ",0.45195115305967504
"MidMichigan Health plans to restructure and re-align its work force in the coming months, and the changes could mean laying ",-0.18665881450895738
NEW YORK (AP) — Could the U.S. lose its top credit rating even if a deal is reached to raise ,1.2839655581479177
"NORTH BRUNSWICK, N.J. — Body cameras captured the moment a North Brunswick police officer climbed up a burning building to ",-0.8741354303840211
"Nelson Mandela statue in Westminster, London. ""Comrade Mandela's release was achieved through our struggles that had pushed the apartheid regime ",0.5310597835968085
"New York’s bike share really does attract way more commuters than tourists. Since its debut last year, New York City’s ",-1.2914095631864528
"No longer limited to calling other Jaxtr users, the service is taking cue from Skype for its revenue strategy. Jaxtr, ",-0.9408186663887139
"No, Trump can’t pardon himself. The Constitution tells us so. Correction: An earlier version of this op-ed misspelled the name ",0.48380833236139154
"Noel Gallo, an organ builder who designed a new organ at Xewkija parish church and Paolo Oreni, an international organist ",0.28761808000125916
Northeastern International Airways suspended service on all but one of its routes after an unsuccessful attempt to attract passengers with ,0.731184475615448
"OK!'s NYC Fashion Week Blog: Gwen Stefani's L.A.M.B. Can’t make it to NYC for Fashion Week? Don’t worry, OK!’s got ",-1.006870572925441
"OKLAHOMA CITY - Kevin Durant scored 25 points, James Harden added a spark with 23 points off the bench while ",-0.13422442650177546
"October 30, 2017  Mancari offers stories of wandering and homecoming, colored by a determination to live, artistically, beyond the ",0.5066028228614999
"On April 4, 1975, Bill Gates and Paul Allen founded Microsoft. The small firm used to develop and sell BASIC ",0.7314369336146405
"On Jan. 15, nine of 12 members of the National Park System Advisory Board sent a letter to Interior Secretary ",-1.3527404517842632
Only former Israeli President Shimon Peres could pull off something like organizing a friendly football (soccer) match between Israeli and ,-0.640724756331095
"Originally Published: September 24, 2018 8 p.m. Soledad O’Brien, 10 to 11:30 a.m., Yavapai College Performing Arts Center, 1100 E ",0.25351747659421003
Ozier Muhammad/The New York TimesReynaldo Rodriguez of the Care Coordination program counseled a patient with H.I.V. on how to adhere ,-2.692019678785824
Packed WonderCon panel brings out stars and exclusive sneak peeks. Footage shown at WonderCon reveals what iconic monster looks like ,-0.42743440500590557
"Plan B has announced a nationwide UK tour this autumn. The rapper-turned-singer, who scored a UK Number One album with ",-0.032231931164568475
"Politico, which broke the PR story, reports, “The group circulated a memo to reporters and producers late Monday that discouraged ",1.3776837348230482
"President Donald Trump returned to Washington, DC on Monday for a very important event. It was not for a meeting ",-0.5684610169050396
Rafael Nadal became the first man to win eight titles at the same Grand Slam tournament after beating fellow Spaniard ,-1.4988436165404626
Readers may be familiar with the fundamental changes that took place in the Roman world as it converted from paganism ,-1.7527624429597903
"Rockland — Maine-based nonprofit WindowDressers coordinates community volunteers to build affordable, re-usable, interior insulating window inserts that tighten up existing ",0.16000916502916138
Roger Federer of Switzerland and Bill Gates shake hands at the Match For Africa 4 exhibition match at KeyArena on ,-1.2774567557431076
"Ronny Deila blamed a rutted, ploughed Hampden pitch for his side's failure to inflict League Cup embarrassment upon Rangers. Denying ",-0.775980259139963
Runaway Entertainment is looking for an experienced Associate General Manager to work across all their productions. Runaway Entertainment Ltd is ,-0.36609618157585266
SOUND FORGE Audio Cleaning Lab can be used to record any sound you can hear on your computer - from ,0.041884281651490496
"ST. JOHNS COUNTY, Fla. - Commissioners in St. Johns County voted unanimously to postpone any legislative action against a localized ",-1.2932818449029988
"Samoas and Thin Mints and Tagalongs, oh my! It's time to celebrate those little cookies that make diets shut right ",-0.9722654713321086
"Seren Rayne Frank Sutherland, a six lb., eight oz., girl, was born Saturday, Dec. 3, 2016, at Yavapai Regional Medical ",0.0010112255521805558
Seven-Year-Old Florida Boy Swallows Grill! This 7-year-old boy became the latest victim of hip-hop culture – as he was rushed ,0.060487811367402125
"Shania Twain expected to break the charts with new album NOW! Even after a 15-year hiatus, she’s still the one! ",-1.0768499043626891
"Since 2010, Microsoft has been working on a gaming display system so small that it wouldn't need to be sitting ",-0.3540923972623117
"So you might ask yourself, “What is going on?” How can things be so bad that educators feel the need ",-0.27305498521991084
Still image of Lisa Sharon Harper from YouTube. Pastors and lay leaders who represent minority and multiethnic communities and are ,-2.339412322049766
"Stopping nearsightedness in kids and more. This week, Dr. Sydney Spiesel discusses a way to stop the progression of nearsightedness ",-0.24190450247006318
Sunday's college basketball roundup: No. 8 N.C. State women stay unbeaten with rout at U.Va. Do conference hoops tournaments hinder ,0.30797940638149207
T-Mobile has just rolled out a service called HotSpot @Homethat allows you to use a WiFi-enabled cell phone to make ,0.5900625621092658
"TOPEKA, Kan. (WIBW) -- With a snowstorm (and possible blizzard) moving, many of us will spend Sunday indoors. And, while ",0.663685396942756
"Talking to the press people here at the Heliport on Saturday, the National BJP leader, while stating the Naga issue ",0.07263658787806945
Tennessee farmers are cashing in on the local food movement. The federal government never measured just how much Tennessee farmers ,0.7213012518750371
The Arlington County Board plans to vote Saturday afternoon on giving Amazon $23 million and other incentives to build a ,-2.179739224946451
The Congress of South African Trade Unions has noted the latest cabinet reshuffle by President Jacob Zuma. We can confirm ,1.5716257589097173
"The Council of PR Firms yesterday urged PR firms to ""pledge"" to Wikipedia that they will only submit materials to ",0.40181727403477774
The FINANCIAL (AD) -- ProCredit Bank has donated a unique ex libris collection to the National Centre of Manuscripts. This ,-0.705465556279439
The Hawaii man who was fired after issuing the false ballistic missile alert in mid-January told reporters Friday that he ,0.03438039789384041
The Las Vegas real estate market got a small reprieve in February; with sales volume at a four-year high for ,0.4991499035838924
The Linux kernel now includes everything that is needed to use 3D acceleration with all GeForce graphics chips. Drivers have ,0.2661396902733393
"The NHS is still running Windows XP en masse, two and a half years after Microsoft stopped delivering bug fixes ",0.3216891843685168
The New York Times on Thursday printed a special section featuring portraits of nearly every member of the record number ,-0.9525542779041005
The University of Maryland President Wallace Loh. University of Maryland President Wallace Loh stood before reporters Aug. 14 and apologized ,-0.22360653430759586
"The Volstead Act was repealed on this date in 1933, returning control of alcohol to the states, and it was ",0.10923807677496786
The air ambulance was mobilised following reports that a man had fallen on a tree branch and impaled his neck ,1.753631277176367
"The democratization of data is a real phenomenon, but building a sustainable data democracy means truly giving power to the ",0.30195461123080036
The latest report from Violence Policy Center. I find it ironic and sad that the very day an annual report ,-0.6740835684413009
"The location of the July 15, 2002 flare is shown at left. The other panels compare the scale of Earth ",0.08117598045176733
There're no feet like happy feet and these Rechargeable Heated Slippers will ensure your feet are always happy. Just slip ,0.6667068394839412
These two healthcare REITs are trading for dirt-cheap valuations despite high dividends and a solid history of growth. Investing in ,0.6913629385492599
"Things get a bit messy in a new brand campaign from Chobani. Centered on the tag ""Love This Life,"" its ",-1.66423127798892
This bicycle sprocket hub and sprockets from the Wright Bicycle Co. are on display at the National Museum of the ,1.4129083515377672
This is the news you’re looking for. Carrie Fisher has seemingly confirmed to Palm Beach Illustrated magazine that she will ,1.625808529398627
"This mildly racy spot introduces us to the character of the brown M&M, who only looks like she’s not wearing ",-0.9646717619334052
This month some important Walmart news did not get the attention it deserved. The news wasn't some flashy announcement about ,-0.2713593687049661
This was Reinsdorf's reply on Friday when asked whether the preseason announcement that Phil Jackson will not return as coach ,-0.196958550234401
Thorpe of the New York Trucking and Delivery Association says the decision to raise penalties won’t solve the parking crisis. ,-0.3913099313365661
Trump's new immigration ad was panned as racist. Turns out it was also based on a falsehood. - Hartford Courant ,-1.2107891300911637
"Tue., May 29, 2018, 10:20 a.m. CAGUAS, Puerto Rico – At least 4,645 people died as a result of Hurricane ",-0.7412992861297188
"Tulsa race riot survivor: ""Learn how to forgive, but never forget"" SAN FRANCISCO, California (CNN) -- A 100-inch, high definition ",-1.4401769993387015
Two Democratic state representatives from South Florida said Thursday that they've gathered with 33 colleagues to file paperwork with the ,0.45763892434761444
Two recently published reports shed damning light on the high cost of low wages in the fast food industry – ,-1.332713089499651
"Ubuntu 10.04 LTS Lucid Lynx is the latest Linux operating system from Canonical, aimed at consumers. It's free, but is ",-0.06445182522467047
University of Utah track and field athlete Lauren McCluskey was found shot dead Monday night in the backseat of a ,-0.6822673170374375
Up to an inch of snow is likely on the Eastern Shore and up into Sussex County Friday afternoon. Below-freezing ,0.03878512520626645
"Urban, born Jacques Pantaléon in Troyes c. 1200, was elected to the papacy in 1261. He studied canon law at ",0.8555128680112548
Viewers will not want to miss Friday’s episode of General Hospital. Spoilers tease that everybody will see lots of juicy ,0.049590172576268465
We build our students up only to encourage them to flee. Why? Combining advertising campaigns handled by pros along with ,-1.4380775883703087
"What’s the news? A couple of weeks ago, Instagram promised you’d be able to download your data from its servers. ",-1.1486201619281078
When Cait and I found out how easy it is to make ravioli–and with such completely impressive and delicious results!–we ,0.7313592474999164
"When Katherine Gotovsky sees a problem, her response is immediate. The gears in her 17-year-old mind start working away, determined ",-1.7505109057058201
"While many restaurants in New York City have close relationships with farmers, and boast unimpeachable farm-to-table ethics, far fewer have ",0.8365037952380191
Why do CEOs need extravagant perks even when they are firing staff and pleading for taxpayer bailouts? It may just ,0.05069531340725869
"With its eye on Western next-gen gamers, the Japanese publisher pays $15 million for Secret Level. Sega Holdings of USA ",-2.672530162398379
"Wolf, 33, joined the Africa Mercy crew in March, taking a short leave from her job as a registered nurse ",-0.018978330209402983
"YOKOHAMA, Japan – Nissan Motor Co. announced it has licensed its Around View Monitor and Moving Object Detection technology, jointly ",-0.7338129268440765
Young Lions skipper Brad Galvin isn’t afraid of taking his side’s ‘scrappy’ style of play into Sunday’s semi final clash ,0.6887064372611168
councilors at the USC Annenberg School for Communication. Arkansas governor and congressman who joined the board in 2006. renewed attention ,-0.9112845723171341
"in French). Nov. 19 at 3:30: ""Walkabout"" (1971, Nicolas Roeg). Nov. 20 at 1 and Nov. 22 at 4:40: ""Mean ",0.3720260227235401
"numerous aunts, uncles and cousins. She attended Shanksville Stonycreek High School and was a member of St. Paul's Lutheran Church, ",1.3734938648282462
the World Challenge a year ago. He won at Hilton Head on the U.S. Championships in Doral and Shanghai. the ,0.49902180367123894
“All the gold names have been pretty much getting hammered both on the credit side and the equity side for ,0.36864266756395775
• Engage with other SRA functions to support the evidence gathering and credible deterrence approach of the SRA. The role ,-1.3379969316187652
